ID de Factura,Sucursal,Tipo Cliente,Genero,Categoria,Precio Unitario,Cantidad,Impuesto 5%,Total,Fecha,Hora,Pago,Costo de Bienes Vendidos,Porcentaje de Margen Bruto,Ingreso Bruto
733-33-4967,TROMPILLO,Normal,Masculino,Cuidado Personal,20.85,8,8.34,175.14,3/3/2019,19:17,Efectivo,166.8,4.761904762,8.34
608-27-6295,EQUIPETROL,Miembro,Masculino,Cuidado Personal,52.89,6,15.867,333.207,1/19/2019,17:34,Tarjeta de credito,317.34,4.761904762,15.867
414-12-7047,EQUIPETROL,Normal,Masculino,Snack y Dulces,19.79,8,7.916,166.236,1/18/2019,12:04,Monedero electrónico,158.32,4.761904762,7.916
827-26-2100,URUBO FIDALGA,Miembro,Masculino,Snack y Dulces,33.84,9,15.228,319.788,3/21/2019,16:21,Monedero electrónico,304.56,4.761904762,15.228
175-54-2529,SUR,Miembro,Masculino,Snack y Dulces,22.17,8,8.868,186.228,3/3/2019,17:01,Tarjeta de credito,177.36,4.761904762,8.868
139-52-2867,SUR,Normal,Femenino,Limpieza Del Hogar,22.51,7,7.8785,165.4485,2/13/2019,10:50,Tarjeta de credito,157.57,4.761904762,7.8785
407-63-8975,REYES,Normal,Masculino,Lacteos,73.88,6,22.164,465.444,3/23/2019,19:16,Monedero electrónico,443.28,4.761904762,22.164
342-65-4817,TROMPILLO,Miembro,Masculino,Despensa y Abarrotes,86.8,3,13.02,273.42,1/28/2019,16:47,Monedero electrónico,260.4,4.761904762,13.02
130-98-8941,EQUIPETROL,Normal,Masculino,Panaderia,64.26,7,22.491,472.311,2/9/2019,10:00,Efectivo,449.82,4.761904762,22.491
434-83-9547,EQUIPETROL,Miembro,Masculino,Lacteos,38.47,8,15.388,323.148,1/23/2019,11:51,Efectivo,307.76,4.761904762,15.388
851-28-6367,SUR,Miembro,Masculino,Lacteos,15.5,10,7.75,162.75,3/23/2019,10:55,Monedero electrónico,155.0,4.761904762,7.75
824-88-3614,URUBO FIDALGA,Normal,Masculino,Snack y Dulces,34.31,8,13.724,288.204,1/25/2019,15:00,Monedero electrónico,274.48,4.761904762,13.724
586-25-0848,URUBO FIDALGA,Normal,Femenino,Congelados,12.34,7,4.319,90.699,3/4/2019,11:19,Tarjeta de credito,86.38,4.761904762,4.319
895-66-0685,URUBO FIDALGA,Miembro,Masculino,Snack y Dulces,18.08,3,2.712,56.952,3/5/2019,19:46,Monedero electrónico,54.24,4.761904762,2.712
305-14-0245,EQUIPETROL,Miembro,Femenino,Lacteos,94.49,8,37.796,793.716,3/3/2019,19:00,Monedero electrónico,755.92,4.761904762,37.796
732-04-5373,REYES,Miembro,Masculino,Bebidas,46.47,4,9.294,195.174,2/8/2019,10:53,Efectivo,185.88,4.761904762,9.294
400-60-7251,SUR,Normal,Masculino,Bebidas,74.07,1,3.7035,77.7735,2/10/2019,12:50,Monedero electrónico,74.07,4.761904762,3.7035
593-65-1552,REYES,Normal,Femenino,Bebidas,69.81,4,13.962,293.202,1/28/2019,20:50,Tarjeta de credito,279.24,4.761904762,13.962
284-34-9626,URUBO FIDALGA,Normal,Femenino,Despensa y Abarrotes,77.04,3,11.556,242.676,2/11/2019,10:39,Tarjeta de credito,231.12,4.761904762,11.556
437-58-8131,EQUIPETROL,Normal,Femenino,Snack y Dulces,73.52,2,7.352,154.392,1/15/2019,13:41,Monedero electrónico,147.04,4.761904762,7.352
286-43-6208,URUBO FIDALGA,Normal,Femenino,Cuidado Personal,87.8,9,39.51,829.71,3/16/2019,19:08,Efectivo,790.2,4.761904762,39.51
641-43-2399,REYES,Normal,Masculino,Limpieza Del Hogar,25.55,4,5.11,107.31,1/26/2019,20:23,Monedero electrónico,102.2,4.761904762,5.11
831-07-6050,URUBO FIDALGA,Normal,Masculino,Lacteos,32.71,5,8.1775,171.7275,3/19/2019,11:30,Tarjeta de credito,163.55,4.761904762,8.1775
556-86-3144,TROMPILLO,Miembro,Femenino,Bebidas,74.29,1,3.7145,78.0045,1/13/2019,19:30,Efectivo,74.29,4.761904762,3.7145
848-24-9445,REYES,Miembro,Masculino,Limpieza Del Hogar,43.7,2,4.37,91.77,3/26/2019,18:03,Efectivo,87.4,4.761904762,4.37
856-22-8149,EQUIPETROL,Normal,Femenino,Limpieza Del Hogar,25.29,1,1.2645,26.5545,3/23/2019,10:13,Monedero electrónico,25.29,4.761904762,1.2645
699-01-4164,URUBO FIDALGA,Normal,Masculino,Bebidas,41.5,4,8.3,174.3,3/12/2019,19:58,Tarjeta de credito,166.0,4.761904762,8.3
420-11-4919,SUR,Miembro,Femenino,Congelados,71.39,5,17.8475,374.7975,2/17/2019,19:57,Tarjeta de credito,356.95,4.761904762,17.8475
606-80-4905,TROMPILLO,Miembro,Femenino,Cuidado Personal,19.15,6,5.745,120.645,1/29/2019,10:01,Tarjeta de credito,114.9,4.761904762,5.745
542-41-0513,URUBO FIDALGA,Miembro,Femenino,Lacteos,57.49,4,11.498,241.458,3/15/2019,11:57,Efectivo,229.96,4.761904762,11.498
426-39-2418,URUBO FIDALGA,Normal,Masculino,Congelados,61.41,7,21.4935,451.3635,1/14/2019,10:02,Efectivo,429.87,4.761904762,21.4935
875-46-5808,TROMPILLO,Miembro,Masculino,Panaderia,25.9,10,12.95,271.95,2/6/2019,14:51,Monedero electrónico,259.0,4.761904762,12.95
394-43-4238,TROMPILLO,Miembro,Masculino,Congelados,17.77,5,4.4425,93.2925,2/15/2019,12:42,Tarjeta de credito,88.85,4.761904762,4.4425
749-24-1565,TROMPILLO,Normal,Femenino,Carnes y Embutidos,23.03,9,10.3635,217.6335,1/3/2019,12:02,Monedero electrónico,207.27,4.761904762,10.3635
672-51-8681,EQUIPETROL,Miembro,Femenino,Cuidado Personal,66.65,9,29.9925,629.8425,1/4/2019,18:19,Tarjeta de credito,599.85,4.761904762,29.9925
263-87-5680,URUBO FIDALGA,Miembro,Femenino,Panaderia,28.53,10,14.265,299.565,3/18/2019,17:38,Monedero electrónico,285.3,4.761904762,14.265
573-58-9734,EQUIPETROL,Normal,Femenino,Bebidas,30.37,3,4.5555,95.6655,3/28/2019,13:41,Monedero electrónico,91.11,4.761904762,4.5555
817-69-8206,REYES,Normal,Femenino,Panaderia,99.73,9,44.8785,942.4485,3/2/2019,19:42,Tarjeta de credito,897.57,4.761904762,44.8785
888-02-0338,EQUIPETROL,Normal,Masculino,Despensa y Abarrotes,26.23,9,11.8035,247.8735,1/25/2019,20:24,Monedero electrónico,236.07,4.761904762,11.8035
677-11-0152,URUBO FIDALGA,Normal,Femenino,Carnes y Embutidos,93.26,9,41.967,881.307,1/16/2019,18:08,Efectivo,839.34,4.761904762,41.967
142-63-6033,URUBO FIDALGA,Normal,Masculino,Bebidas,92.36,5,23.09,484.89,3/20/2019,19:17,Monedero electrónico,461.8,4.761904762,23.09
656-16-1063,REYES,Normal,Masculino,Cuidado Personal,46.42,3,6.963,146.223,1/4/2019,13:24,Tarjeta de credito,139.26,4.761904762,6.963
891-58-8335,EQUIPETROL,Miembro,Femenino,Carnes y Embutidos,29.61,7,10.3635,217.6335,3/11/2019,15:53,Efectivo,207.27,4.761904762,10.3635
802-43-8934,URUBO FIDALGA,Normal,Masculino,Panaderia,18.28,1,0.914,19.194,3/22/2019,15:05,Tarjeta de credito,18.28,4.761904762,0.914
560-30-5617,REYES,Normal,Femenino,Congelados,24.77,5,6.1925,130.0425,3/24/2019,18:27,Efectivo,123.85,4.761904762,6.1925
319-74-2561,URUBO FIDALGA,Miembro,Femenino,Limpieza Del Hogar,94.64,3,14.196,298.116,2/21/2019,16:55,Efectivo,283.92,4.761904762,14.196
549-03-9315,SUR,Normal,Masculino,Lacteos,94.87,8,37.948,796.908,2/12/2019,12:58,Monedero electrónico,758.96,4.761904762,37.948
790-29-1172,REYES,Normal,Femenino,Despensa y Abarrotes,57.34,3,8.601,180.621,3/10/2019,18:59,Tarjeta de credito,172.02,4.761904762,8.601
239-36-3640,URUBO FIDALGA,Normal,Masculino,Carnes y Embutidos,45.35,6,13.605,285.705,1/31/2019,13:44,Monedero electrónico,272.1,4.761904762,13.605
468-01-2051,TROMPILLO,Normal,Masculino,Limpieza Del Hogar,62.08,7,21.728,456.288,3/6/2019,13:46,Monedero electrónico,434.56,4.761904762,21.728
389-25-3394,REYES,Normal,Masculino,Lacteos,11.81,5,2.9525,62.0025,2/17/2019,18:06,Efectivo,59.05,4.761904762,2.9525
279-62-1445,SUR,Miembro,Femenino,Panaderia,12.54,1,0.627,13.167,2/21/2019,12:38,Efectivo,12.54,4.761904762,0.627
213-72-6612,SUR,Normal,Masculino,Bebidas,43.25,2,4.325,90.825,3/20/2019,15:56,Efectivo,86.5,4.761904762,4.325
746-68-6593,URUBO FIDALGA,Miembro,Femenino,Congelados,87.16,2,8.716,183.036,1/11/2019,14:29,Tarjeta de credito,174.32,4.761904762,8.716
836-82-5858,TROMPILLO,Miembro,Masculino,Congelados,69.37,9,31.2165,655.5465,1/26/2019,19:14,Monedero electrónico,624.33,4.761904762,31.2165
583-72-1480,REYES,Miembro,Masculino,Carnes y Embutidos,37.06,4,7.412,155.652,1/31/2019,16:24,Monedero electrónico,148.24,4.761904762,7.412
466-61-5506,EQUIPETROL,Miembro,Femenino,Snack y Dulces,90.7,6,27.21,571.41,2/26/2019,10:52,Efectivo,544.2,4.761904762,27.21
721-86-6247,SUR,Normal,Femenino,Bebidas,63.42,8,25.368,532.728,3/11/2019,12:55,Monedero electrónico,507.36,4.761904762,25.368
289-65-5721,SUR,Normal,Femenino,Despensa y Abarrotes,81.37,2,8.137,170.877,1/26/2019,19:28,Efectivo,162.74,4.761904762,8.137
545-46-3100,EQUIPETROL,Miembro,Femenino,Cuidado Personal,10.59,3,1.5885,33.3585,3/12/2019,13:52,Tarjeta de credito,31.77,4.761904762,1.5885
418-02-5978,SUR,Normal,Femenino,Cuidado Personal,84.09,9,37.8405,794.6505,2/11/2019,10:54,Efectivo,756.81,4.761904762,37.8405
269-04-5750,SUR,Miembro,Masculino,Congelados,73.82,4,14.764,310.044,2/21/2019,18:31,Efectivo,295.28,4.761904762,14.764
157-13-5295,URUBO FIDALGA,Miembro,Masculino,Lacteos,51.94,10,25.97,545.37,3/9/2019,18:24,Monedero electrónico,519.4,4.761904762,25.97
645-78-8093,TROMPILLO,Normal,Femenino,Congelados,93.14,2,9.314,195.594,1/20/2019,18:09,Monedero electrónico,186.28,4.761904762,9.314
211-30-9270,REYES,Normal,Masculino,Despensa y Abarrotes,17.41,5,4.3525,91.4025,1/28/2019,15:16,Tarjeta de credito,87.05,4.761904762,4.3525
755-12-3214,TROMPILLO,Miembro,Femenino,Cuidado Personal,44.22,5,11.055,232.155,3/5/2019,17:07,Tarjeta de credito,221.1,4.761904762,11.055
346-84-3103,URUBO FIDALGA,Miembro,Femenino,Snack y Dulces,13.22,5,3.305,69.405,3/2/2019,19:26,Efectivo,66.1,4.761904762,3.305
478-06-7835,TROMPILLO,Normal,Masculino,Cuidado Personal,89.69,1,4.4845,94.1745,1/11/2019,11:20,Monedero electrónico,89.69,4.761904762,4.4845
540-11-4336,URUBO FIDALGA,Normal,Masculino,Snack y Dulces,24.94,9,11.223,235.683,1/11/2019,16:49,Tarjeta de credito,224.46,4.761904762,11.223
448-81-5016,TROMPILLO,Normal,Masculino,Despensa y Abarrotes,59.77,2,5.977,125.517,3/11/2019,12:01,Tarjeta de credito,119.54,4.761904762,5.977
142-72-4741,SUR,Miembro,Masculino,Snack y Dulces,93.2,2,9.32,195.72,2/28/2019,18:37,Tarjeta de credito,186.4,4.761904762,9.32
217-58-1179,URUBO FIDALGA,Miembro,Masculino,Congelados,62.65,4,12.53,263.13,1/5/2019,11:25,Efectivo,250.6,4.761904762,12.53
376-02-8238,REYES,Normal,Masculino,Panaderia,93.87,8,37.548,788.508,2/2/2019,18:42,Tarjeta de credito,750.96,4.761904762,37.548
530-90-9855,REYES,Miembro,Masculino,Carnes y Embutidos,47.59,8,19.036,399.756,1/1/2019,14:47,Efectivo,380.72,4.761904762,19.036
866-05-7563,URUBO FIDALGA,Miembro,Femenino,Limpieza Del Hogar,81.4,3,12.21,256.41,2/9/2019,19:43,Efectivo,244.2,4.761904762,12.21
604-70-6476,URUBO FIDALGA,Miembro,Masculino,Congelados,17.94,5,4.485,94.185,1/23/2019,14:04,Monedero electrónico,89.7,4.761904762,4.485
799-71-1548,URUBO FIDALGA,Miembro,Masculino,Despensa y Abarrotes,77.72,4,15.544,326.424,1/7/2019,16:11,Tarjeta de credito,310.88,4.761904762,15.544
785-13-7708,REYES,Normal,Masculino,Panaderia,73.06,7,25.571,536.991,1/14/2019,19:06,Tarjeta de credito,511.42,4.761904762,25.571
845-51-0542,REYES,Miembro,Masculino,Panaderia,46.55,9,20.9475,439.8975,2/2/2019,15:34,Monedero electrónico,418.95,4.761904762,20.9475
662-47-5456,EQUIPETROL,Miembro,Masculino,Bebidas,35.19,10,17.595,369.495,3/17/2019,19:06,Tarjeta de credito,351.9,4.761904762,17.595
883-17-4236,URUBO FIDALGA,Normal,Femenino,Bebidas,14.39,2,1.439,30.219,3/2/2019,19:44,Tarjeta de credito,28.78,4.761904762,1.439
290-68-2984,URUBO FIDALGA,Normal,Masculino,Despensa y Abarrotes,23.75,4,4.75,99.75,3/16/2019,11:22,Efectivo,95.0,4.761904762,4.75
704-11-6354,SUR,Miembro,Masculino,Congelados,58.9,8,23.56,494.76,1/6/2019,11:23,Efectivo,471.2,4.761904762,23.56
110-48-7033,TROMPILLO,Miembro,Masculino,Lacteos,32.62,4,6.524,137.004,1/29/2019,14:12,Efectivo,130.48,4.761904762,6.524
366-93-0948,TROMPILLO,Miembro,Masculino,Panaderia,66.35,1,3.3175,69.6675,1/31/2019,10:46,Tarjeta de credito,66.35,4.761904762,3.3175
729-09-9681,REYES,Miembro,Masculino,Carnes y Embutidos,25.91,6,7.773,163.233,2/5/2019,10:16,Monedero electrónico,155.46,4.761904762,7.773
151-16-1484,TROMPILLO,Miembro,Masculino,Bebidas,32.25,4,6.45,135.45,2/13/2019,12:38,Monedero electrónico,129.0,4.761904762,6.45
380-94-4661,EQUIPETROL,Miembro,Masculino,Limpieza Del Hogar,65.94,4,13.188,276.948,2/7/2019,13:05,Tarjeta de credito,263.76,4.761904762,13.188
850-41-9669,EQUIPETROL,Normal,Femenino,Cuidado Personal,75.06,9,33.777,709.317,3/19/2019,13:25,Monedero electrónico,675.54,4.761904762,33.777
821-07-3596,SUR,Normal,Femenino,Bebidas,16.45,4,3.29,69.09,3/7/2019,14:53,Monedero electrónico,65.8,4.761904762,3.29
655-85-5130,REYES,Miembro,Femenino,Lacteos,38.3,4,7.66,160.86,3/13/2019,19:22,Efectivo,153.2,4.761904762,7.66
447-15-7839,REYES,Miembro,Femenino,Limpieza Del Hogar,22.24,10,11.12,233.52,2/9/2019,11:00,Efectivo,222.4,4.761904762,11.12
154-74-7179,SUR,Normal,Masculino,Carnes y Embutidos,54.45,1,2.7225,57.1725,2/26/2019,19:24,Monedero electrónico,54.45,4.761904762,2.7225
253-12-6086,URUBO FIDALGA,Miembro,Femenino,Cuidado Personal,98.4,7,34.44,723.24,3/12/2019,12:43,Tarjeta de credito,688.8,4.761904762,34.44
808-65-0703,REYES,Normal,Masculino,Carnes y Embutidos,35.47,4,7.094,148.974,3/14/2019,17:22,Tarjeta de credito,141.88,4.761904762,7.094
571-94-0759,URUBO FIDALGA,Miembro,Femenino,Cuidado Personal,74.6,10,37.3,783.3,1/8/2019,20:55,Efectivo,746.0,4.761904762,37.3
144-51-6085,EQUIPETROL,Miembro,Masculino,Cuidado Personal,70.74,4,14.148,297.108,1/5/2019,16:05,Tarjeta de credito,282.96,4.761904762,14.148
731-14-2199,REYES,Miembro,Femenino,Despensa y Abarrotes,35.54,10,17.77,373.17,1/4/2019,13:34,Monedero electrónico,355.4,4.761904762,17.77
783-09-1637,TROMPILLO,Normal,Femenino,Carnes y Embutidos,67.43,5,16.8575,354.0075,3/6/2019,18:13,Monedero electrónico,337.15,4.761904762,16.8575
687-15-1097,SUR,Miembro,Femenino,Congelados,21.12,2,2.112,44.352,1/3/2019,19:17,Efectivo,42.24,4.761904762,2.112
126-54-1082,EQUIPETROL,Miembro,Femenino,Limpieza Del Hogar,21.54,9,9.693,203.553,1/7/2019,11:44,Tarjeta de credito,193.86,4.761904762,9.693
633-91-1052,TROMPILLO,Normal,Femenino,Carnes y Embutidos,12.03,2,1.203,25.263,1/27/2019,15:51,Efectivo,24.06,4.761904762,1.203
477-24-6490,URUBO FIDALGA,Normal,Femenino,Despensa y Abarrotes,99.71,6,29.913,628.173,2/26/2019,16:52,Monedero electrónico,598.26,4.761904762,29.913
566-19-5475,REYES,Normal,Masculino,Cuidado Personal,47.97,7,16.7895,352.5795,1/7/2019,20:52,Efectivo,335.79,4.761904762,16.7895
526-86-8552,TROMPILLO,Miembro,Femenino,Cuidado Personal,21.82,10,10.91,229.11,1/7/2019,17:36,Efectivo,218.2,4.761904762,10.91
376-56-3573,SUR,Normal,Femenino,Panaderia,95.42,4,19.084,400.764,2/2/2019,13:23,Monedero electrónico,381.68,4.761904762,19.084
537-72-0426,TROMPILLO,Miembro,Masculino,Limpieza Del Hogar,70.99,10,35.495,745.395,3/20/2019,16:28,Efectivo,709.9,4.761904762,35.495
828-61-5674,URUBO FIDALGA,Miembro,Masculino,Snack y Dulces,44.02,10,22.01,462.21,3/20/2019,19:57,Tarjeta de credito,440.2,4.761904762,22.01
136-08-6195,SUR,Normal,Femenino,Cuidado Personal,69.96,8,27.984,587.664,2/15/2019,17:01,Tarjeta de credito,559.68,4.761904762,27.984
523-38-0215,TROMPILLO,Normal,Masculino,Panaderia,37.0,1,1.85,38.85,3/6/2019,13:29,Tarjeta de credito,37.0,4.761904762,1.85
490-29-1201,REYES,Normal,Femenino,Lacteos,15.34,1,0.767,16.107,1/6/2019,11:09,Efectivo,15.34,4.761904762,0.767
667-92-0055,EQUIPETROL,Miembro,Masculino,Panaderia,99.83,6,29.949,628.929,3/4/2019,15:02,Monedero electrónico,598.98,4.761904762,29.949
565-17-3836,TROMPILLO,Miembro,Femenino,Carnes y Embutidos,47.67,4,9.534,200.214,3/12/2019,14:21,Efectivo,190.68,4.761904762,9.534
498-41-1961,URUBO FIDALGA,Normal,Masculino,Lacteos,66.68,5,16.67,350.07,2/20/2019,18:01,Efectivo,333.4,4.761904762,16.67
593-95-4461,TROMPILLO,Miembro,Masculino,Snack y Dulces,74.86,1,3.743,78.603,3/24/2019,14:49,Efectivo,74.86,4.761904762,3.743
226-71-3580,EQUIPETROL,Normal,Femenino,Panaderia,23.75,9,10.6875,224.4375,1/31/2019,12:02,Efectivo,213.75,4.761904762,10.6875
283-79-9594,REYES,Normal,Femenino,Cuidado Personal,48.51,7,16.9785,356.5485,1/25/2019,13:30,Tarjeta de credito,339.57,4.761904762,16.9785
430-60-3493,SUR,Miembro,Femenino,Snack y Dulces,94.88,7,33.208,697.368,2/3/2019,14:38,Efectivo,664.16,4.761904762,33.208
139-20-0155,REYES,Miembro,Masculino,Cuidado Personal,40.3,10,20.15,423.15,1/24/2019,17:37,Tarjeta de credito,403.0,4.761904762,20.15
558-80-4082,EQUIPETROL,Normal,Masculino,Lacteos,27.85,7,9.7475,204.6975,3/14/2019,17:20,Monedero electrónico,194.95,4.761904762,9.7475
278-97-7759,EQUIPETROL,Miembro,Femenino,Cuidado Personal,62.48,1,3.124,65.604,2/18/2019,20:29,Efectivo,62.48,4.761904762,3.124
316-68-6352,TROMPILLO,Miembro,Femenino,Snack y Dulces,36.36,2,3.636,76.356,1/21/2019,10:00,Efectivo,72.72,4.761904762,3.636
585-03-5943,TROMPILLO,Normal,Masculino,Bebidas,18.11,10,9.055,190.155,3/13/2019,11:46,Monedero electrónico,181.1,4.761904762,9.055
211-05-0490,EQUIPETROL,Miembro,Femenino,Snack y Dulces,51.92,5,12.98,272.58,3/3/2019,13:42,Efectivo,259.6,4.761904762,12.98
727-75-6477,TROMPILLO,Normal,Masculino,Carnes y Embutidos,28.84,4,5.768,121.128,3/29/2019,14:44,Efectivo,115.36,4.761904762,5.768
744-02-5987,REYES,Miembro,Masculino,Snack y Dulces,78.38,6,23.514,493.794,1/10/2019,14:16,Monedero electrónico,470.28,4.761904762,23.514
307-83-9164,TROMPILLO,Miembro,Masculino,Congelados,60.01,4,12.002,252.042,1/25/2019,15:54,Efectivo,240.04,4.761904762,12.002
779-06-0012,TROMPILLO,Miembro,Femenino,Congelados,88.61,1,4.4305,93.0405,1/19/2019,10:21,Efectivo,88.61,4.761904762,4.4305
446-47-6729,REYES,Normal,Masculino,Carnes y Embutidos,99.82,2,9.982,209.622,1/2/2019,18:09,Tarjeta de credito,199.64,4.761904762,9.982
573-10-3877,URUBO FIDALGA,Miembro,Masculino,Lacteos,39.01,1,1.9505,40.9605,3/12/2019,16:46,Tarjeta de credito,39.01,4.761904762,1.9505
735-06-4124,EQUIPETROL,Normal,Masculino,Despensa y Abarrotes,48.61,1,2.4305,51.0405,2/25/2019,15:31,Efectivo,48.61,4.761904762,2.4305
439-54-7422,URUBO FIDALGA,Normal,Femenino,Limpieza Del Hogar,51.19,4,10.238,214.998,3/18/2019,17:15,Tarjeta de credito,204.76,4.761904762,10.238
396-90-2219,SUR,Normal,Femenino,Carnes y Embutidos,14.96,8,5.984,125.664,2/23/2019,12:29,Efectivo,119.68,4.761904762,5.984
411-77-0180,SUR,Miembro,Masculino,Panaderia,72.2,7,25.27,530.67,3/26/2019,20:14,Monedero electrónico,505.4,4.761904762,25.27
286-01-5402,TROMPILLO,Normal,Femenino,Despensa y Abarrotes,40.23,7,14.0805,295.6905,3/30/2019,13:22,Efectivo,281.61,4.761904762,14.0805
803-17-8013,SUR,Miembro,Femenino,Congelados,88.79,8,35.516,745.836,2/17/2019,17:09,Efectivo,710.32,4.761904762,35.516
512-98-1403,REYES,Miembro,Femenino,Bebidas,26.48,3,3.972,83.412,3/21/2019,10:40,Monedero electrónico,79.44,4.761904762,3.972
848-42-2560,URUBO FIDALGA,Normal,Femenino,Bebidas,81.91,2,8.191,172.011,3/5/2019,17:43,Efectivo,163.82,4.761904762,8.191
532-59-7201,URUBO FIDALGA,Miembro,Masculino,Bebidas,79.93,6,23.979,503.559,1/31/2019,14:04,Efectivo,479.58,4.761904762,23.979
181-94-6432,URUBO FIDALGA,Miembro,Masculino,Panaderia,69.33,2,6.933,145.593,2/5/2019,19:05,Monedero electrónico,138.66,4.761904762,6.933
870-76-1733,TROMPILLO,Miembro,Femenino,Cuidado Personal,14.23,5,3.5575,74.7075,2/1/2019,10:08,Tarjeta de credito,71.15,4.761904762,3.5575
423-64-4619,URUBO FIDALGA,Miembro,Femenino,Snack y Dulces,15.55,9,6.9975,146.9475,3/7/2019,13:12,Efectivo,139.95,4.761904762,6.9975
227-07-4446,TROMPILLO,Miembro,Femenino,Congelados,78.13,10,39.065,820.365,2/10/2019,20:51,Efectivo,781.3,4.761904762,39.065
174-36-3675,EQUIPETROL,Miembro,Masculino,Cuidado Personal,99.37,2,9.937,208.677,2/14/2019,17:29,Efectivo,198.74,4.761904762,9.937
428-83-5800,URUBO FIDALGA,Miembro,Femenino,Panaderia,21.08,3,3.162,66.402,2/9/2019,10:25,Efectivo,63.24,4.761904762,3.162
603-07-0961,EQUIPETROL,Miembro,Masculino,Limpieza Del Hogar,74.79,5,18.6975,392.6475,1/10/2019,11:34,Efectivo,373.95,4.761904762,18.6975
704-20-4138,SUR,Miembro,Femenino,Carnes y Embutidos,29.67,7,10.3845,218.0745,3/11/2019,18:58,Tarjeta de credito,207.69,4.761904762,10.3845
787-15-1757,TROMPILLO,Miembro,Masculino,Bebidas,44.07,4,8.814,185.094,2/18/2019,16:28,Monedero electrónico,176.28,4.761904762,8.814
649-11-3678,REYES,Normal,Femenino,Panaderia,22.93,9,10.3185,216.6885,2/26/2019,20:26,Efectivo,206.37,4.761904762,10.3185
622-20-1945,EQUIPETROL,Normal,Femenino,Snack y Dulces,39.42,1,1.971,41.391,1/18/2019,15:08,Efectivo,39.42,4.761904762,1.971
372-94-8041,EQUIPETROL,Normal,Masculino,Congelados,15.26,6,4.578,96.138,2/15/2019,18:03,Monedero electrónico,91.56,4.761904762,4.578
563-91-7120,TROMPILLO,Normal,Femenino,Panaderia,61.77,5,15.4425,324.2925,3/8/2019,13:21,Efectivo,308.85,4.761904762,15.4425
746-54-5508,REYES,Normal,Masculino,Bebidas,21.52,6,6.456,135.576,1/17/2019,12:48,Tarjeta de credito,129.12,4.761904762,6.456
276-54-0879,TROMPILLO,Normal,Masculino,Panaderia,97.74,4,19.548,410.508,3/12/2019,19:53,Monedero electrónico,390.96,4.761904762,19.548
815-11-1168,EQUIPETROL,Miembro,Masculino,Carnes y Embutidos,99.78,5,24.945,523.845,3/9/2019,19:09,Efectivo,498.9,4.761904762,24.945
719-76-3868,SUR,Miembro,Masculino,Limpieza Del Hogar,94.26,4,18.852,395.892,3/12/2019,16:30,Efectivo,377.04,4.761904762,18.852
730-61-8757,TROMPILLO,Miembro,Masculino,Lacteos,51.13,4,10.226,214.746,1/25/2019,10:11,Tarjeta de credito,204.52,4.761904762,10.226
340-66-0321,SUR,Miembro,Masculino,Congelados,36.36,4,7.272,152.712,3/25/2019,13:07,Efectivo,145.44,4.761904762,7.272
868-81-1752,SUR,Normal,Masculino,Panaderia,22.02,9,9.909,208.089,2/7/2019,18:48,Efectivo,198.18,4.761904762,9.909
634-97-8956,SUR,Normal,Masculino,Limpieza Del Hogar,32.9,3,4.935,103.635,2/17/2019,17:27,Tarjeta de credito,98.7,4.761904762,4.935
566-71-1091,URUBO FIDALGA,Normal,Masculino,Bebidas,77.02,5,19.255,404.355,2/3/2019,15:59,Efectivo,385.1,4.761904762,19.255
442-48-3607,TROMPILLO,Miembro,Masculino,Snack y Dulces,23.48,2,2.348,49.308,3/14/2019,11:21,Tarjeta de credito,46.96,4.761904762,2.348
835-16-0096,SUR,Miembro,Masculino,Limpieza Del Hogar,14.7,5,3.675,77.175,3/24/2019,13:48,Monedero electrónico,73.5,4.761904762,3.675
527-09-6272,SUR,Miembro,Femenino,Snack y Dulces,28.45,5,7.1125,149.3625,3/21/2019,10:17,Tarjeta de credito,142.25,4.761904762,7.1125
898-04-2717,SUR,Normal,Masculino,Despensa y Abarrotes,76.4,9,34.38,721.98,3/19/2019,15:49,Monedero electrónico,687.6,4.761904762,34.38
692-27-8933,REYES,Normal,Femenino,Despensa y Abarrotes,57.95,6,17.385,365.085,2/24/2019,13:02,Efectivo,347.7,4.761904762,17.385
633-09-3463,TROMPILLO,Normal,Femenino,Despensa y Abarrotes,47.65,3,7.1475,150.0975,3/28/2019,12:58,Tarjeta de credito,142.95,4.761904762,7.1475
374-17-3652,SUR,Miembro,Femenino,Limpieza Del Hogar,42.82,9,19.269,404.649,2/5/2019,15:26,Tarjeta de credito,385.38,4.761904762,19.269
378-07-7001,URUBO FIDALGA,Miembro,Masculino,Congelados,48.09,3,7.2135,151.4835,2/10/2019,18:23,Tarjeta de credito,144.27,4.761904762,7.2135
433-75-6987,SUR,Miembro,Femenino,Limpieza Del Hogar,55.97,7,19.5895,411.3795,3/5/2019,19:06,Monedero electrónico,391.79,4.761904762,19.5895
873-95-4984,URUBO FIDALGA,Miembro,Femenino,Snack y Dulces,76.9,7,26.915,565.215,2/15/2019,20:21,Efectivo,538.3,4.761904762,26.915
416-13-5917,EQUIPETROL,Normal,Femenino,Bebidas,97.03,5,24.2575,509.4075,1/30/2019,16:24,Monedero electrónico,485.15,4.761904762,24.2575
150-89-8043,REYES,Normal,Masculino,Cuidado Personal,44.65,3,6.6975,140.6475,2/14/2019,15:04,Efectivo,133.95,4.761904762,6.6975
